CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Pavia (Italia);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Lituania;Vilniaus Gedimino Technikos Universitetas (Vgtu) (Lituania);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Trás-Os-Montes E Alto Douro (Portugal);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Hochschule Esslingen - University Of Applied Sciences (Alemania);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Institut National Des Sciences Appliquees De Rouen (Francia);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite De Pau Et Des Pays De L'Adour (Francia);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Agroparistech (Francia);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Universität Hohenheim (Alemania);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Pavia (Italia);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Mersin Üniversitesi (Turquía);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B2 (Nivel avanzado);Austria;Universität Für Bodenkultur Wien (Austria);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B2 (Nivel avanzado);Holanda;Wageningen University (Holanda);1;1;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B2 (Nivel avanzado);Lituania;Vilniaus Gedimino Technikos Universitetas (Vgtu) (Lituania);2;2;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;INGLÉS - B2 (Nivel avanzado);Suiza;Université De Lausanne (Suiza);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bari (Italia);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;OTROS - B1 (Nivel intermedio);Turquía;Namik Kemal University (Turquía);1;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;OTROS - B2 (Nivel avanzado);Polonia;Uniwersytet Slaski (Polonia);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;29/04/2018
2016;ERASMUS;850-Protección medioambiental (programas generales);Escuela Politécnica Superior;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Vigo (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Las Palmas De Gran Canaria (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De León (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Burgos (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Cádiz (España);22;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Murcia (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Granada (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Málaga (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Sevilla (España);13;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Córdoba (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De La Rioja (España);9;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Cantabria (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Salamanca (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De La Coruña (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Valladolid (España);10;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Del País Vasco (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Rey Juan Carlos (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Rovira I Virgili (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Autónoma De Madrid (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Pública De Navarra (España);4;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Complutense De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Alcalá De Henares (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Castilla-La Mancha (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Politécnica De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universitat Autònoma De Barcelona (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Pontificia De Salamanca (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Politécnica De Valencia (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Santiago De Compostela (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Politécnica De Cartagena (España);10;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Politécnica De Cataluña (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad De Valencia (Estudi General) (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;IN;No Informado;España;Universidad Jaume I (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Politécnica De Cartagena (España);10;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Politécnica De Cataluña (España);4;1;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Valencia (Estudi General) (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Las Palmas De Gran Canaria (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Vigo (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Jaume I (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De León (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Burgos (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Cádiz (España);22;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Murcia (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Granada (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Málaga (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Sevilla (España);13;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Córdoba (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De La Rioja (España);9;2;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Cantabria (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Salamanca (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De La Coruña (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Valladolid (España);10;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Del País Vasco (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Rey Juan Carlos (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Rovira I Virgili (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Autónoma De Madrid (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Pública De Navarra (España);4;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Complutense De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Alcalá De Henares (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Castilla-La Mancha (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Politécnica De Madrid (España);2;2;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universitat Autònoma De Barcelona (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Pontificia De Salamanca (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Mondragon Unibertsitatea (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad Politécnica De Valencia (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela de Ingeniería y Arquitectura;OUT;No Informado;España;Universidad De Santiago De Compostela (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Vigo (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad Miguel Hernández De Elche (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Lleida (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Granada (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Sevilla (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Córdoba (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De La Rioja (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De La Laguna (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Salamanca (España);4;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Valladolid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Alcalá De Henares (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Castilla-La Mancha (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universitat Autònoma De Barcelona (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad Politécnica De Valencia (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;IN;No Informado;España;Universidad De Cádiz (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Vigo (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Cádiz (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Lleida (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Granada (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Sevilla (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Córdoba (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De La Rioja (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De La Laguna (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Salamanca (España);4;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Valladolid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Alcalá De Henares (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad De Castilla-La Mancha (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universitat Autònoma De Barcelona (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad Politécnica De Valencia (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Politécnica Superior;OUT;No Informado;España;Universidad Miguel Hernández De Elche (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;IN;No Informado;España;Universidad De Extremadura (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;IN;No Informado;España;Universidad Autónoma De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;IN;No Informado;España;Universidad De Castilla-La Mancha (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;OUT;No Informado;España;Universidad De Extremadura (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;OUT;No Informado;España;Universidad Autónoma De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería de Teruel;OUT;No Informado;España;Universidad De Castilla-La Mancha (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;IN;No Informado;España;Universidad Autónoma De Madrid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;IN;No Informado;España;Universidad Rovira I Virgili (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;IN;No Informado;España;Universidad De Castilla-La Mancha (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;IN;No Informado;España;Universidad De Extremadura (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;IN;No Informado;España;Universidad Del País Vasco (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;OUT;No Informado;España;Universidad Autónoma De Madrid (España);2;2;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;OUT;No Informado;España;Universidad Rovira I Virgili (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;OUT;No Informado;España;Universidad Del País Vasco (España);2;1;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;OUT;No Informado;España;Universidad De Extremadura (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Enfermería San Jorge de Huesca;OUT;No Informado;España;Universidad De Castilla-La Mancha (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Las Palmas De Gran Canaria (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universitat Autònoma De Barcelona (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Las Illes Balears (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad Rovira I Virgili (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De La Coruña (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Salamanca (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De La Rioja (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Córdoba (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Granada (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Girona (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;IN;No Informado;España;Universidad De Huelva (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universitat Autònoma De Barcelona (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Las Illes Balears (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad Rovira I Virgili (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De La Coruña (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Salamanca (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Las Palmas De Gran Canaria (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Córdoba (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Granada (España);2;1;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Huelva (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De Girona (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria de Turismo de Zaragoza;OUT;No Informado;España;Universidad De La Rioja (España);1;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad Jaume I (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Burgos (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Lleida (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Oviedo (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Granada (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Sevilla (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Córdoba (España);3;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De La Laguna (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Salamanca (España);7;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De La Coruña (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Valladolid (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Extremadura (España);5;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad Del País Vasco (España);8;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Las Illes Balears (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Alcalá De Henares (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad De Castilla-La Mancha (España);4;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad Politécnica De Madrid (España);6;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad Pontificia De Salamanca (España);2;0;29/04/2018
2016;SICUE;00.0-Área para Sicue;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;No Informado;España;Universidad Politécnica De Valencia (España);4;0;29/04/2018
